@RELATION word_relatedness

@ATTRIBUTE measure_1 NUMERIC
@ATTRIBUTE measure_2 NUMERIC
@ATTRIBUTE measure_3 NUMERIC
@ATTRIBUTE measure_4 NUMERIC
@ATTRIBUTE measure_5 NUMERIC
@ATTRIBUTE measure_6 NUMERIC
@ATTRIBUTE measure_7 NUMERIC
@ATTRIBUTE measure_8 NUMERIC
@ATTRIBUTE measure_9 NUMERIC
@ATTRIBUTE measure_10 NUMERIC
@ATTRIBUTE measure_11 NUMERIC
@ATTRIBUTE measure_12 NUMERIC
@ATTRIBUTE measure_13 NUMERIC
@ATTRIBUTE measure_14 NUMERIC
@ATTRIBUTE measure_15 NUMERIC
@ATTRIBUTE measure_16 NUMERIC
@ATTRIBUTE measure_17 NUMERIC
@ATTRIBUTE measure_18 NUMERIC
@ATTRIBUTE measure_19 NUMERIC
@ATTRIBUTE measure_20 NUMERIC
@ATTRIBUTE measure_21 NUMERIC
@ATTRIBUTE measure_22 NUMERIC
@ATTRIBUTE measure_23 NUMERIC
@ATTRIBUTE measure_24 NUMERIC
@ATTRIBUTE class {TRUE,FALSE}

@DATA
3.4515466E7,2.183957847855132E7,0.048118687884711416,0.0022975896106920343,0.004584645587313951,2.355073636519303E7,61875.0,55046.1536440104,0.037594451611271465,0.002289694761113888,0.004568928071558423,42544.505417337,3.4515466E7,2.183957847855132E7,0.048118687884711416,0.0022975896106920343,0.004584645587313951,2.355073636519303E7,3.4515466E7,2.183957847855132E7,0.048118687884711416,0.0022975896106920343,0.004584645587313951,2.355073636519303E7,FALSE
3.949199664E9,2.8430117432991095E9,0.022772414402998396,4.0941809407352794E-5,8.188026648844079E-5,2.7368058830001273E9,3622592.0,2306692.4964437718,0.1285425505303505,4.4717361432766344E-5,8.943072375953514E-5,2510392.202953985,3.949199664E9,2.8430117432991095E9,0.022772414402998396,4.0941809407352794E-5,8.188026648844079E-5,2.7368058830001273E9,3.949199664E9,2.8430117432991095E9,0.022772414402998396,4.0941809407352794E-5,8.188026648844079E-5,2.7368058830001273E9,FALSE
1934740.0,959278.5423869336,0.18459303382237685,0.1437244714830782,0.2513270898133522,1004053.4371558318,1107.0,706.2811055096972,0.09357611929436618,0.09113300492610837,0.1670428893905192,627.2390620621343,1934740.0,959278.5423869336,0.18459303382237685,0.1437244714830782,0.2513270898133522,1004053.4371558318,1934740.0,959278.5423869336,0.18459303382237685,0.1437244714830782,0.2513270898133522,1004053.4371558318,FALSE
1036571.0,496943.8168555878,0.973803578447163,0.24260540508153947,0.39047859294579484,363363.99345791363,1186.0,795.4621298339727,0.12424841081020087,0.10558069381598793,0.19099590723055934,659.7573536370109,1036571.0,496943.8168555878,0.973803578447163,0.24260540508153947,0.39047859294579484,363363.99345791363,1036571.0,496943.8168555878,0.973803578447163,0.24260540508153947,0.39047859294579484,363363.99345791363,FALSE
6016541.0,3282652.206620281,0.592852610593202,0.07653764681631367,0.14219223460073394,3278066.5747865285,3364.0,2256.5043762421556,0.2000072185454723,0.04729538374398187,0.09031909140075717,2050.5696918872163,6016541.0,3282652.206620281,0.592852610593202,0.07653764681631367,0.14219223460073394,3278066.5747865285,6016541.0,3282652.206620281,0.592852610593202,0.07653764681631367,0.14219223460073394,3278066.5747865285,FALSE
1281222.0,557870.0302095462,0.6223888565670369,0.16251844133840485,0.27959718411227563,655243.0615839743,8496.0,7746.30363463762,0.005894078749387349,0.007360672975814932,0.014613778705636743,5816.051229820698,1281222.0,557870.0302095462,0.6223888565670369,0.16251844133840485,0.27959718411227563,655243.0615839743,1281222.0,557870.0302095462,0.6223888565670369,0.16251844133840485,0.27959718411227563,655243.0615839743,FALSE
1.164467E7,1.0432804583961304E7,0.6303364301297777,0.03723680040704252,0.07179999859709893,6767206.6882873,8181.0,7911.050562346319,0.8625822083842384,0.03684954085236638,0.07107982286817305,4756.429732160897,1.164467E7,1.0432804583961304E7,0.6303364301297777,0.03723680040704252,0.07179999859709893,6767206.6882873,1.164467E7,1.0432804583961304E7,0.6303364301297777,0.03723680040704252,0.07179999859709893,6767206.6882873,FALSE
2.0919355E7,1.830111151484032E7,0.0033081456625665092,0.0028443169859268015,0.005672499584931519,1.4296898483256033E7,17988.0,16225.846541860305,0.002481600601043985,0.0022741139275611515,0.004537908135030438,12328.433532694911,2.0919355E7,1.830111151484032E7,0.0033081456625665092,0.0028443169859268015,0.005672499584931519,1.4296898483256033E7,2.0919355E7,1.830111151484032E7,0.0033081456625665092,0.0028443169859268015,0.005672499584931519,1.4296898483256033E7,FALSE
1.65898903E8,1.443508944083822E8,0.9874493432306819,0.014901333937515342,0.029365088879531962,1.0576070869697934E8,128871.0,110130.88276682432,0.9828497429790997,0.014521679284239504,0.02862763720236076,82334.21318056548,1.65898903E8,1.443508944083822E8,0.9874493432306819,0.014901333937515342,0.029365088879531962,1.0576070869697934E8,1.65898903E8,1.443508944083822E8,0.9874493432306819,0.014901333937515342,0.029365088879531962,1.0576070869697934E8,FALSE
8.2124596E7,5.515129323714945E7,0.3427587968688078,0.0027866013299352585,0.005557715522404383,5.616020034437283E7,23511.0,12616.945470279246,0.616956119969476,0.00835125901556371,0.016564186221608733,15637.052226050233,8.2124596E7,5.515129323714945E7,0.3427587968688078,0.0027866013299352585,0.005557715522404383,5.616020034437283E7,8.2124596E7,5.515129323714945E7,0.3427587968688078,0.0027866013299352585,0.005557715522404383,5.616020034437283E7,TRUE
8.8374257E7,6.363747172183649E7,0.21617442629212513,0.0014441019301437074,0.0028840390139807156,6.0877968908474796E7,1721.0,863.2004402223159,0.41674342138575404,0.10317873892652424,0.18705715635333017,1040.7221471286782,8.8374257E7,6.363747172183649E7,0.21617442629212513,0.0014441019301437074,0.0028840390139807156,6.0877968908474796E7,8.8374257E7,6.363747172183649E7,0.21617442629212513,0.0014441019301437074,0.0028840390139807156,6.0877968908474796E7,FALSE
5205249.0,4098145.961111317,0.003139784474809664,0.0032915654926749744,0.00656153326886312,3547367.328518604,5306.0,3714.543309748858,0.0022076178071959943,0.0015054572826496049,0.003006388575723412,3643.8127531556265,5205249.0,4098145.961111317,0.003139784474809664,0.0032915654926749744,0.00656153326886312,3547367.328518604,5205249.0,4098145.961111317,0.003139784474809664,0.0032915654926749744,0.00656153326886312,3547367.328518604,FALSE
1.340959399E9,8.45060578353842E8,7.238022818708483E-4,1.2763634135502702E-4,2.552401047969107E-4,9.29309983744615E8,29493.0,19403.67550233718,0.7194647373015067,0.008105199434990247,0.016080066722268558,19812.603608722922,1.340959399E9,8.45060578353842E8,7.238022818708483E-4,1.2763634135502702E-4,2.552401047969107E-4,9.29309983744615E8,1.340959399E9,8.45060578353842E8,7.238022818708483E-4,1.2763634135502702E-4,2.552401047969107E-4,9.29309983744615E8,FALSE
3.8999616E7,3.1596993636774782E7,0.0230939397762021,8.426822073539317E-4,0.0016839453838946997,2.6956918619737003E7,11370.0,10661.397563171538,0.04472046354456786,0.011648122392211404,0.023028011685856678,7705.3949676363045,3.8999616E7,3.1596993636774782E7,0.0230939397762021,8.426822073539317E-4,0.0016839453838946997,2.6956918619737003E7,3.8999616E7,3.1596993636774782E7,0.0230939397762021,8.426822073539317E-4,0.0016839453838946997,2.6956918619737003E7,FALSE
1.1048134E7,4698327.8603239255,0.03630174613635978,0.011488709652309149,0.022716436758366387,7283308.726072589,21657.0,19068.28888495242,0.9888794349391339,0.012133375906582129,0.023975843886610483,14007.030205945128,1.1048134E7,4698327.8603239255,0.03630174613635978,0.011488709652309149,0.022716436758366387,7283308.726072589,1.1048134E7,4698327.8603239255,0.03630174613635978,0.011488709652309149,0.022716436758366387,7283308.726072589,FALSE
1233005.0,897757.7714923999,0.09208577665327801,0.0839031363373957,0.1548166686202455,781757.3935964537,89037.0,88407.91352022736,0.01695160900271463,5.612491160326423E-4,0.0011218685843140334,61559.88862357634,1233005.0,897757.7714923999,0.09208577665327801,0.0839031363373957,0.1548166686202455,781757.3935964537,1233005.0,897757.7714923999,0.09208577665327801,0.0839031363373957,0.1548166686202455,781757.3935964537,TRUE
1.8119404E7,1.1737729997250149E7,0.9900280082168688,0.6082009355267163,0.7563743088204571,6040377.538483878,11171.0,8192.974978602095,0.994845798218416,0.6562451918638643,0.7924493246381659,2886.9719627612258,1.8119404E7,1.1737729997250149E7,0.9900280082168688,0.6082009355267163,0.7563743088204571,6040377.538483878,1.8119404E7,1.1737729997250149E7,0.9900280082168688,0.6082009355267163,0.7563743088204571,6040377.538483878,FALSE
6.47729236E8,3.9836393605837095E8,5.397707052959283E-4,1.0590495314725818E-4,2.1178747695169262E-4,4.4847846007495993E8,195249.0,148887.941496281,0.005911685651784644,7.681907571288102E-5,1.5362634999155055E-4,135249.50166720685,6.47729236E8,3.9836393605837095E8,5.397707052959283E-4,1.0590495314725818E-4,2.1178747695169262E-4,4.4847846007495993E8,6.47729236E8,3.9836393605837095E8,5.397707052959283E-4,1.0590495314725818E-4,2.1178747695169262E-4,4.4847846007495993E8,FALSE
1.5480675E7,9305922.255567957,0.0017307452031890878,0.006020760290334584,0.011969455359145889,1.0548160748005748E7,15458.0,13905.226643244618,0.01741268810384568,0.0028383434395561863,0.005660620095201338,10552.449111567774,1.5480675E7,9305922.255567957,0.0017307452031890878,0.006020760290334584,0.011969455359145889,1.0548160748005748E7,1.5480675E7,9305922.255567957,0.0017307452031890878,0.006020760290334584,0.011969455359145889,1.0548160748005748E7,FALSE
7634092.0,5276874.383400841,0.002602861509274766,0.0019263086910331075,0.0038452103200079337,5265729.340955221,1332.0,1217.0267047193336,0.008457733087430504,0.008190618019359643,0.01624815361890694,903.6654223399615,7634092.0,5276874.383400841,0.002602861509274766,0.0019263086910331075,0.0038452103200079337,5265729.340955221,7634092.0,5276874.383400841,0.002602861509274766,0.0019263086910331075,0.0038452103200079337,5265729.340955221,TRUE
3.4264783E7,2.168968504436436E7,0.2940154137793159,0.01342169606682873,0.026487879860712306,2.2148689035774633E7,59235.0,52144.75903674309,0.9640532097208065,0.05441861950067046,0.10322014140160174,32831.06669046638,3.4264783E7,2.168968504436436E7,0.2940154137793159,0.01342169606682873,0.026487879860712306,2.2148689035774633E7,3.4264783E7,2.168968504436436E7,0.2940154137793159,0.01342169606682873,0.026487879860712306,2.2148689035774633E7,FALSE
4951889.0,2692959.5682692677,0.06020469148264638,0.016752709351780887,0.03295336063075039,3152167.994391199,4076.0,3010.715529571002,0.4072232821746992,0.005368472425573451,0.010679611650485437,2730.454104651792,4951889.0,2692959.5682692677,0.06020469148264638,0.016752709351780887,0.03295336063075039,3152167.994391199,4951889.0,2692959.5682692677,0.06020469148264638,0.016752709351780887,0.03295336063075039,3152167.994391199,FALSE
676827.0,514710.44267723965,0.01079471562888531,0.014444912027282245,0.028478455273466378,447267.6198095323,277.0,201.367822652975,0.16053171004488867,0.010714285714285714,0.02120141342756184,180.52266300497348,676827.0,514710.44267723965,0.01079471562888531,0.014444912027282245,0.028478455273466378,447267.6198095323,676827.0,514710.44267723965,0.01079471562888531,0.014444912027282245,0.028478455273466378,447267.6198095323,FALSE
220272.0,95731.13350420541,0.32959592722314623,0.2195439970237568,0.3600427660823131,112262.38216408562,651.0,597.3667215371141,0.02340058146506581,0.03412462908011869,0.06599713055954089,433.80744895342434,220272.0,95731.13350420541,0.32959592722314623,0.2195439970237568,0.3600427660823131,112262.38216408562,220272.0,95731.13350420541,0.32959592722314623,0.2195439970237568,0.3600427660823131,112262.38216408562,FALSE
466838.0,171529.3893826944,0.31772290864217395,0.1391993804510169,0.24438106768616202,222539.7991864988,8390.0,7743.4581421997755,0.03284889928731349,0.01698886936145284,0.03341013824884793,5576.195826083369,466838.0,171529.3893826944,0.31772290864217395,0.1391993804510169,0.24438106768616202,222539.7991864988,466838.0,171529.3893826944,0.31772290864217395,0.1391993804510169,0.24438106768616202,222539.7991864988,FALSE
5.12930497E8,4.408553927293486E8,0.8670299085816537,0.05621392378781272,0.10644420135310728,2.853375789975955E8,207796.0,160855.60712639146,0.10477810741291345,0.027245150176016777,0.05304507920304782,126997.01128418419,5.12930497E8,4.408553927293486E8,0.8670299085816537,0.05621392378781272,0.10644420135310728,2.853375789975955E8,5.12930497E8,4.408553927293486E8,0.8670299085816537,0.05621392378781272,0.10644420135310728,2.853375789975955E8,FALSE
9.0792311E7,8.827283911466366E7,0.0075018941156072,2.5317319042584706E-4,5.062182199698927E-4,6.283597810692161E7,80925.0,78471.66592471451,9.014158650678112E-4,2.1002693286550865E-4,4.19965661631196E-4,56013.466338305465,9.0792311E7,8.827283911466366E7,0.0075018941156072,2.5317319042584706E-4,5.062182199698927E-4,6.283597810692161E7,9.0792311E7,8.827283911466366E7,0.0075018941156072,2.5317319042584706E-4,5.062182199698927E-4,6.283597810692161E7,FALSE
9.2460678E7,6.184838194647464E7,0.9408517951933677,0.2950102409190669,0.45561066869972944,3.758924152059218E7,268682.0,225926.24419486994,0.3002157327029635,0.0980980577766141,0.17866903066059364,166569.37060981852,9.2460678E7,6.184838194647464E7,0.9408517951933677,0.2950102409190669,0.45561066869972944,3.758924152059218E7,9.2460678E7,6.184838194647464E7,0.9408517951933677,0.2950102409190669,0.45561066869972944,3.758924152059218E7,FALSE
3.9371021E7,2.135311775688499E7,0.21667797870850716,0.030627773254130675,0.05943517931294585,2.424577925461524E7,284627.0,230633.639222469,0.02393150572782794,0.006100414143742099,0.012126849483376776,189907.49899345063,3.9371021E7,2.135311775688499E7,0.21667797870850716,0.030627773254130675,0.05943517931294585,2.424577925461524E7,3.9371021E7,2.135311775688499E7,0.21667797870850716,0.030627773254130675,0.05943517931294585,2.424577925461524E7,FALSE
1.342224E7,1.2156946618012024E7,0.007760311341654713,0.0011458859064368307,0.0022891487096295586,9246522.091273213,12256.0,10859.615831142462,0.001401403777577149,8.96714763185783E-4,0.001791822772438508,8444.000879805259,1.342224E7,1.2156946618012024E7,0.007760311341654713,0.0011458859064368307,0.0022891487096295586,9246522.091273213,1.342224E7,1.2156946618012024E7,0.007760311341654713,0.0011458859064368307,0.0022891487096295586,9246522.091273213,FALSE
1.5044107E7,1.2226913952296345E7,0.019393590643772773,0.008298748075065792,0.01646089135964685,1.0205601616291963E7,159871.0,149409.38602042376,8.247332987640927E-4,4.251620930479745E-4,8.499628141268819E-4,110585.47678975397,1.5044107E7,1.2226913952296345E7,0.019393590643772773,0.008298748075065792,0.01646089135964685,1.0205601616291963E7,1.5044107E7,1.2226913952296345E7,0.019393590643772773,0.008298748075065792,0.01646089135964685,1.0205601616291963E7,FALSE
7483033.0,3798074.946501846,7.345746919118333E-4,0.002386369802263265,0.0047613771977646,5158492.4176444765,66212.0,66153.00473901394,0.12200482116078971,3.170624915072547E-4,6.339239894949739E-4,45856.65830532779,7483033.0,3798074.946501846,7.345746919118333E-4,0.002386369802263265,0.0047613771977646,5158492.4176444765,7483033.0,3798074.946501846,7.345746919118333E-4,0.002386369802263265,0.0047613771977646,5158492.4176444765,FALSE
5.4609241E7,3.901271884325184E7,0.006386901121681525,3.406870180434698E-4,6.81141979856958E-4,3.777832739910453E7,31102.0,29175.649093036474,0.003251464460591538,0.0025016035920461836,0.004990722375071982,21349.291237096797,5.4609241E7,3.901271884325184E7,0.006386901121681525,3.406870180434698E-4,6.81141979856958E-4,3.777832739910453E7,5.4609241E7,3.901271884325184E7,0.006386901121681525,3.406870180434698E-4,6.81141979856958E-4,3.777832739910453E7,FALSE
2.804327884E10,2.3710700894169807E10,0.009352356170827372,4.506894656851089E-5,9.013383090021293E-5,1.9434599174956482E10,2.4083247E7,2.3587996554204576E7,0.008063193560269265,2.3708865429891556E-5,4.741660666583653E-5,1.6691117043880995E7,2.804327884E10,2.3710700894169807E10,0.009352356170827372,4.506894656851089E-5,9.013383090021293E-5,1.9434599174956482E10,2.804327884E10,2.3710700894169807E10,0.009352356170827372,4.506894656851089E-5,9.013383090021293E-5,1.9434599174956482E10,FALSE
5.18333691E8,4.255861486476598E8,0.0034051009139945475,4.809604575266426E-5,9.618746526859814E-5,3.5917738194956404E8,3136683.0,3091999.8780431733,8.647555241169196E-4,4.3993584587708384E-5,8.798329847473301E-5,2173792.425737334,5.18333691E8,4.255861486476598E8,0.0034051009139945475,4.809604575266426E-5,9.618746526859814E-5,3.5917738194956404E8,5.18333691E8,4.255861486476598E8,0.0034051009139945475,4.809604575266426E-5,9.618746526859814E-5,3.5917738194956404E8,FALSE
1.768275443E9,1.278760306128178E9,0.3416620089317448,1.8792464813092129E-4,3.7577867818596936E-4,1.2234555311181533E9,199443.0,126386.26366421313,0.269068329754882,0.007094211123723042,0.014088475626937165,134115.70784796058,1.768275443E9,1.278760306128178E9,0.3416620089317448,1.8792464813092129E-4,3.7577867818596936E-4,1.2234555311181533E9,1.768275443E9,1.278760306128178E9,0.3416620089317448,1.8792464813092129E-4,3.7577867818596936E-4,1.2234555311181533E9,FALSE
1.3104731E7,1.2400660475557946E7,0.0022359376209574017,0.0011532895696616322,0.002303922050053624,9028607.288640749,10178.0,9430.072534185514,0.0013309468315855651,0.0030365363894602803,0.0060546875,7033.843167204868,1.3104731E7,1.2400660475557946E7,0.0022359376209574017,0.0011532895696616322,0.002303922050053624,9028607.288640749,1.3104731E7,1.2400660475557946E7,0.0022359376209574017,0.0011532895696616322,0.002303922050053624,9028607.288640749,TRUE
5301422.0,3758034.612456623,0.9571838688060863,0.6604050844349219,0.7954746593174574,2238793.2493807003,2314.0,1719.6877623568762,0.997823806354532,0.7721319547021172,0.8714158701933763,554.0305969083488,5301422.0,3758034.612456623,0.9571838688060863,0.6604050844349219,0.7954746593174574,2238793.2493807003,5301422.0,3758034.612456623,0.9571838688060863,0.6604050844349219,0.7954746593174574,2238793.2493807003,FALSE
2.9376144E7,1.749252684459681E7,0.002320980344789948,0.0013813544983969862,0.0027588979806577726,2.013489069900523E7,14746.0,10279.633164661082,0.004235884180383835,0.0045230540741240804,0.00900537634408602,10022.412854161743,2.9376144E7,1.749252684459681E7,0.002320980344789948,0.0013813544983969862,0.0027588979806577726,2.013489069900523E7,2.9376144E7,1.749252684459681E7,0.002320980344789948,0.0013813544983969862,0.0027588979806577726,2.013489069900523E7,TRUE
7.20076306E8,7.021228468563532E8,0.002366860734764946,5.660582603079694E-4,0.0011314760392575765,4.9828710211403024E8,538280.0,533035.0322952517,0.1222968589107651,2.972342354392379E-5,5.944508017655189E-5,373027.2692901352,7.20076306E8,7.021228468563532E8,0.002366860734764946,5.660582603079694E-4,0.0011314760392575765,4.9828710211403024E8,7.20076306E8,7.021228468563532E8,0.002366860734764946,5.660582603079694E-4,0.0011314760392575765,4.9828710211403024E8,FALSE
